"종목코드","기준일","지표","값"
"031330","20250729","DY","0.0662"
"031430","20250729","DY","0.0339"
"031440","20250729","DY","0.0239"
"031510","20250729","DY","0.0292"
"031980","20250729","DY","0.021"
"032190","20250729","DY","0.0279"
"032300","20250729","DY","0.0034"
"032540","20250729","DY","0.0532"
"032560","20250729","DY","0.0249"
"032620","20250729","DY","0.0079"
"032640","20250729","DY","0.0456"
"032750","20250729","DY","0.0175"
"032830","20250729","DY","0.0357"
"032850","20250729","DY","0.0122"
"032960","20250729","DY","0.0039"
"033100","20250729","DY","0.0251"
"033130","20250729","DY","0.019"
"033160","20250729","DY","0.0118"
"033270","20250729","DY","0.0214"
"033500","20250729","DY","0.0125"
"033530","20250729","DY","0.0338"
"033780","20250729","DY","0.041"
"033830","20250729","DY","0.0156"
"033920","20250729","DY","0.0673"
"034230","20250729","DY","0.0084"
"034310","20250729","DY","0.0371"
"034590","20250729","DY","0.0477"
"034730","20250729","DY","0.0343"
"034810","20250729","DY","0.0292"
"034830","20250729","DY","0.0568"
"034950","20250729","DY","0.0398"
"035000","20250729","DY","0.0701"
"035080","20250729","DY","0.0136"
"035150","20250729","DY","0.0231"
"035200","20250729","DY","0.022"
"035250","20250729","DY","0.0611"
"035420","20250729","DY","0.0048"
"035510","20250729","DY","0.0257"
"035600","20250729","DY","0.0457"
"035720","20250729","DY","0.0012"
"035810","20250729","DY","0.0695"
"035890","20250729","DY","0.0251"
"035900","20250729","DY","0.0077"
"036120","20250729","DY","0.0256"
"036190","20250729","DY","0.0424"
"036200","20250729","DY","0.0112"
"036220","20250729","DY","0.0271"
"036460","20250729","DY","0.0332"
"036480","20250729","DY","0.0092"
"036530","20250729","DY","0.0279"
"036560","20250729","DY","0.0555"
"036570","20250729","DY","0.0076"
"036580","20250729","DY","0.0179"
"036640","20250729","DY","0.0749"
"036670","20250729","DY","0.035"
"036710","20250729","DY","0.0065"
"036800","20250729","DY","0.0326"
"036830","20250729","DY","0.0052"
"036890","20250729","DY","0.0167"
"036930","20250729","DY","0.0098"
"037070","20250729","DY","0.0139"
"037230","20250729","DY","0.019"
"037330","20250729","DY","0.0185"
"037350","20250729","DY","0.0427"
"037440","20250729","DY","0.0325"
"037460","20250729","DY","0.0382"
"037710","20250729","DY","0.0692"
"037760","20250729","DY","0.0294"
"038010","20250729","DY","0.0186"
"038070","20250729","DY","0.0134"
"038110","20250729","DY","0.0165"
"038290","20250729","DY","0.0195"
"038390","20250729","DY","0.2016"
"038500","20250729","DY","0.0335"
"038680","20250729","DY","0.0122"
"038950","20250729","DY","0.0138"
"039010","20250729","DY","0.0564"
"039020","20250729","DY","0.0105"
"039030","20250729","DY","0.0024"
"039130","20250729","DY","0.0429"
"039240","20250729","DY","0.04"
"039290","20250729","DY","0.0016"
"039340","20250729","DY","0.0249"
"039420","20250729","DY","0.0337"
"039440","20250729","DY","0.0102"
"039490","20250729","DY","0.0348"
"039570","20250729","DY","0.0465"
"039830","20250729","DY","0.0103"
"040420","20250729","DY","0.0839"
"041440","20250729","DY","0.0088"
"041460","20250729","DY","0.0166"
"041510","20250729","DY","0.0032"
"041520","20250729","DY","0.0407"
"041650","20250729","DY","0.0337"
"041830","20250729","DY","0.0168"
"041930","20250729","DY","0.0244"
"042110","20250729","DY","0.0252"
"042370","20250729","DY","0.0058"
"042420","20250729","DY","0.0126"
"042500","20250729","DY","0.055"
"042670","20250729","DY","0.0044"
"042700","20250729","DY","0.0085"
"043150","20250729","DY","0.0042"
"043370","20250729","DY","0.0312"
"043650","20250729","DY","0.015"
"044340","20250729","DY","0.0462"
"044450","20250729","DY","0.0388"
"044820","20250729","DY","0.0236"
"044960","20250729","DY","0.0138"
"044990","20250729","DY","0.0169"
"045060","20250729","DY","0.0192"
"045100","20250729","DY","0.0351"
"045660","20250729","DY","0.0214"
"046310","20250729","DY","0.0341"
"046440","20250729","DY","0.0412"
"047050","20250729","DY","0.0298"
"047810","20250729","DY","0.005"
"048430","20250729","DY","0.0361"
"048470","20250729","DY","0.0069"
"048530","20250729","DY","0.0244"
"048770","20250729","DY","0.005"
"048830","20250729","DY","0.0277"
"049070","20250729","DY","0.0124"
"049430","20250729","DY","0.0266"
"049480","20250729","DY","0.0101"
"049520","20250729","DY","0.0752"
"049720","20250729","DY","0.0434"
"049770","20250729","DY","0.0179"
"049800","20250729","DY","0.0249"
"049830","20250729","DY","0.0139"
"049960","20250729","DY","0.0335"
"050760","20250729","DY","0.0167"
"050860","20250729","DY","0.024"
"050890","20250729","DY","0.0079"
"050960","20250729","DY","0.0181"
"051360","20250729","DY","0.0188"
"051380","20250729","DY","0.0228"
"051390","20250729","DY","0.0526"
"051490","20250729","DY","0.0226"
"051500","20250729","DY","0.0153"
"051600","20250729","DY","0.0468"
"051900","20250729","DY","0.0108"
"051910","20250729","DY","0.0032"
"052260","20250729","DY","0.0144"
"052330","20250729","DY","0.0258"
"052400","20250729","DY","0.0116"
"052600","20250729","DY","0.0407"
"052690","20250729","DY","0.0105"
"053050","20250729","DY","0.014"
"053080","20250729","DY","0.0245"
"053160","20250729","DY","0.0058"
"053210","20250729","DY","0.0714"
"053260","20250729","DY","0.0333"
"053270","20250729","DY","0.0252"
"053280","20250729","DY","0.0478"
"053300","20250729","DY","0.0205"
"053450","20250729","DY","0.0083"
"053580","20250729","DY","0.0066"
"053610","20250729","DY","0.0144"
"053620","20250729","DY","0.0295"
"053690","20250729","DY","0.0206"
"053700","20250729","DY","0.0115"
"053800","20250729","DY","0.0202"
"053980","20250729","DY","0.0824"
"054040","20250729","DY","0.0551"
"054050","20250729","DY","0.0258"
"054210","20250729","DY","0.0108"
"054450","20250729","DY","0.0044"
"054540","20250729","DY","0.028"
"054670","20250729","DY","0.0137"
"054800","20250729","DY","0.0211"
"054930","20250729","DY","0.0392"
"054950","20250729","DY","0.019"
"055490","20250729","DY","0.0132"
"055550","20250729","DY","0.0314"
"056190","20250729","DY","0.0109"
"056360","20250729","DY","0.0055"
"057030","20250729","DY","0.0287"
"057050","20250729","DY","0.049"
"058400","20250729","DY","0.0264"
"058430","20250729","DY","0.0495"
"058470","20250729","DY","0.0128"
"058610","20250729","DY","0.006"
"058630","20250729","DY","0.0239"
"058650","20250729","DY","0.0305"
"058850","20250729","DY","0.0376"
"058860","20250729","DY","0.0429"
"059210","20250729","DY","0.005"
"060250","20250729","DY","0.0059"
"060370","20250729","DY","0.0059"
"060380","20250729","DY","0.0346"
"060560","20250729","DY","0.0382"
"060720","20250729","DY","0.027"
"060850","20250729","DY","0.0125"
"060980","20250729","DY","0.0508"
"062040","20250729","DY","0.0037"
"063160","20250729","DY","0.0041"
"063570","20250729","DY","0.0272"
"063760","20250729","DY","0.024"
"064350","20250729","DY","0.001"
"064400","20250729","DY","0.0235"
"064480","20250729","DY","0.0189"
"064760","20250729","DY","0.0132"
"064820","20250729","DY","0.0417"
"064850","20250729","DY","0.0275"
"064960","20250729","DY","0.0272"
"065350","20250729","DY","0.0018"
"065370","20250729","DY","0.0204"
"065450","20250729","DY","0.0073"
"065510","20250729","DY","0.0219"
"065530","20250729","DY","0.0377"
"065680","20250729","DY","0.0069"
"065710","20250729","DY","0.0636"
"066130","20250729","DY","0.0288"
"066310","20250729","DY","0.0127"
"066570","20250729","DY","0.0129"
"066620","20250729","DY","0.0228"
"067010","20250729","DY","0.0366"
"067080","20250729","DY","0.0099"
"067160","20250729","DY","0.0165"
"067280","20250729","DY","0.0617"
"067310","20250729","DY","0.0063"
"067570","20250729","DY","0.0632"
"067730","20250729","DY","0.038"
"067830","20250729","DY","0.0112"
"067900","20250729","DY","0.0102"
"067920","20250729","DY","0.0324"
"067990","20250729","DY","0.0794"
"068270","20250729","DY","0.0042"
"068290","20250729","DY","0.0111"
"068330","20250729","DY","0.0038"
"068790","20250729","DY","0.0158"
"068930","20250729","DY","0.0602"
"069080","20250729","DY","0.0207"
"069260","20250729","DY","0.0574"
"069510","20250729","DY","0.0499"
"069620","20250729","DY","0.0038"
"069730","20250729","DY","0.0274"
"069960","20250729","DY","0.0195"
"071050","20250729","DY","0.028"
"071090","20250729","DY","0.0017"
"071280","20250729","DY","0.004"
"071320","20250729","DY","0.0439"
"071840","20250729","DY","0.0331"
"072020","20250729","DY","0.0171"
"072130","20250729","DY","0.0131"
"072470","20250729","DY","0.0166"
"072710","20250729","DY","0.0303"
"072870","20250729","DY","0.0712"
"072950","20250729","DY","0.0137"
"072990","20250729","DY","0.0075"
"073010","20250729","DY","0.0033"
"073110","20250729","DY","0.0304"
"073490","20250729","DY","0.006"
"073560","20250729","DY","0.0464"
"074600","20250729","DY","0.0052"
"075130","20250729","DY","0.0344"
"075180","20250729","DY","0.0395"
"075580","20250729","DY","0.0155"
"075970","20250729","DY","0.0333"
"077500","20250729","DY","0.0175"
"078000","20250729","DY","0.0424"
"078020","20250729","DY","0.0198"
"078070","20250729","DY","0.0128"
"078140","20250729","DY","0.0036"
"078150","20250729","DY","0.0111"
"078340","20250729","DY","0.034"
"078520","20250729","DY","0.0414"
"078600","20250729","DY","0.0013"
"078930","20250729","DY","0.0545"
"079000","20250729","DY","0.0357"
