IDX_CD,CMP_CD,CMP_KOR,SEC_NM_KOR,기준일
G35,44820,코스맥스비티아이,건강관리,2025-03-14
G35,263700,케어랩스,건강관리,2025-03-14
G35,200230,텔콘RF제약,건강관리,2025-03-14
G35,373110,엑셀세라퓨틱스,건강관리,2025-03-14
G35,263690,디알젬,건강관리,2025-03-14
G35,1540,안국약품,건강관리,2025-03-14
G35,228850,레이언스,건강관리,2025-03-14
G35,225220,제놀루션,건강관리,2025-03-14
G35,115480,씨유메디칼,건강관리,2025-03-14
G35,9300,삼아제약,건강관리,2025-03-14
G35,44960,이글벳,건강관리,2025-03-14
G35,43710,서울리거,건강관리,2025-03-14
G35,53950,경남제약,건강관리,2025-03-14
G35,68330,일신바이오,건강관리,2025-03-14
G35,348080,큐라티스,건강관리,2025-03-14
G35,307280,원바이오젠,건강관리,2025-03-14
G35,65170,비엘팜텍,건강관리,2025-03-14
G35,34940,조아제약,건강관리,2025-03-14
G35,2620,제일파마홀딩스,건강관리,2025-03-14
G35,6140,피제이전자,건강관리,2025-03-14
G35,377220,프롬바이오,건강관리,2025-03-14
G35,4080,신흥,건강관리,2025-03-14
G35,230,일동홀딩스,건강관리,2025-03-14
G35,290660,네오펙트,건강관리,2025-03-14
G35,14570,고려제약,건강관리,2025-03-14
G35,303360,프로티아,건강관리,2025-03-14
G35,450330,하스,건강관리,2025-03-14
G35,284620,카이노스메드,건강관리,2025-03-14
G35,238120,얼라인드,건강관리,2025-03-14
G35,187660,현대ADM,건강관리,2025-03-14
G35,200780,비씨월드제약,건강관리,2025-03-14
G35,270870,뉴트리,건강관리,2025-03-14
G35,214610,미코바이오메드,건강관리,2025-03-14
G35,389030,지니너스,건강관리,2025-03-14
G35,38530,케이바이오,건강관리,2025-03-14
G35,354200,엔젠바이오,건강관리,2025-03-14
G35,229000,젠큐릭스,건강관리,2025-03-14
G35,347740,피엔케이피부임상연구센타,건강관리,2025-03-14
G35,131220,대한과학,건강관리,2025-03-14
G35,36480,대성미생물,건강관리,2025-03-14
G35,58110,멕아이씨에스,건강관리,2025-03-14
G35,321550,티움바이오,건강관리,2025-03-14
G35,18680,서울제약,건강관리,2025-03-14
G35,239610,에이치엘사이언스,건강관리,2025-03-14
G35,335810,프리시젼바이오,건강관리,2025-03-14
G35,398120,에스지헬스케어,건강관리,2025-03-14
G35,43100,알파녹스,건강관리,2025-03-14
G35,86060,진바이오텍,건강관리,2025-03-14
G35,419540,비스토스,건강관리,2025-03-14
G35,18620,우진비앤지,건강관리,2025-03-14
G35,223250,드림씨아이에스,건강관리,2025-03-14
G35,432980,엠에프씨,건강관리,2025-03-14
G35,291650,압타머사이언스,건강관리,2025-03-14
G35,221800,유투바이오,건강관리,2025-03-14
G35,238200,비피도,건강관리,2025-03-14
G35,298060,에스씨엠생명과학,건강관리,2025-03-14
G35,314140,알피바이오,건강관리,2025-03-14
G35,331920,셀레믹스,건강관리,2025-03-14
G35,352770,클리노믹스,건강관리,2025-03-14
G35,114450,그린생명과학,건강관리,2025-03-14
G35,154030,아시아종묘,건강관리,2025-03-14
G35,215380,우정바이오,건강관리,2025-03-14
G35,246250,에스엘에스바이오,건강관리,2025-03-14
G35,199730,바이오인프라,건강관리,2025-03-14
G35,405000,플라즈맵,건강관리,2025-03-14
G35,44480,빌리언스,건강관리,2025-03-14
G35,353190,휴럼,건강관리,2025-03-14
G35,188260,세니젠,건강관리,2025-03-14
G35,241820,피씨엘,건강관리,2025-03-14
G35,471820,셀로맥스사이언스,건강관리,2025-03-14
G35,179530,애드바이오텍,건강관리,2025-03-14
G35,318010,팜스빌,건강관리,2025-03-14
G50,35420,NAVER,커뮤니케이션서비스,2025-03-14
G50,35720,카카오,커뮤니케이션서비스,2025-03-14
G50,259960,크래프톤,커뮤니케이션서비스,2025-03-14
G50,30200,KT,커뮤니케이션서비스,2025-03-14
G50,17670,SK텔레콤,커뮤니케이션서비스,2025-03-14
G50,352820,하이브,커뮤니케이션서비스,2025-03-14
G50,32640,LG유플러스,커뮤니케이션서비스,2025-03-14
G50,36570,엔씨소프트,커뮤니케이션서비스,2025-03-14
G50,35900,JYP Ent.,커뮤니케이션서비스,2025-03-14
G50,41510,에스엠,커뮤니케이션서비스,2025-03-14
G50,30000,제일기획,커뮤니케이션서비스,2025-03-14
G50,251270,넷마블,커뮤니케이션서비스,2025-03-14
G50,263750,펄어비스,커뮤니케이션서비스,2025-03-14
G50,122870,와이지엔터테인먼트,커뮤니케이션서비스,2025-03-14
G50,67160,SOOP,커뮤니케이션서비스,2025-03-14
G50,462870,시프트업,커뮤니케이션서비스,2025-03-14
G50,35760,CJ ENM,커뮤니케이션서비스,2025-03-14
G50,112040,위메이드,커뮤니케이션서비스,2025-03-14
G50,253450,스튜디오드래곤,커뮤니케이션서비스,2025-03-14
G50,192080,더블유게임즈,커뮤니케이션서비스,2025-03-14
G50,214320,이노션,커뮤니케이션서비스,2025-03-14
G50,79160,CJ CGV,커뮤니케이션서비스,2025-03-14
G50,293490,카카오게임즈,커뮤니케이션서비스,2025-03-14
G50,78340,컴투스,커뮤니케이션서비스,2025-03-14
G50,376300,디어유,커뮤니케이션서비스,2025-03-14
G50,101730,위메이드맥스,커뮤니케이션서비스,2025-03-14
G50,225570,넥슨게임즈,커뮤니케이션서비스,2025-03-14
G50,69080,웹젠,커뮤니케이션서비스,2025-03-14
G50,95660,네오위즈,커뮤니케이션서비스,2025-03-14
G50,194480,데브시스터즈,커뮤니케이션서비스,2025-03-14
G50,34120,SBS,커뮤니케이션서비스,2025-03-14
G50,419530,SAMG엔터,커뮤니케이션서비스,2025-03-14
G50,37270,YG PLUS,커뮤니케이션서비스,2025-03-14
G50,6490,인스코비,커뮤니케이션서비스,2025-03-14
G50,217270,넵튠,커뮤니케이션서비스,2025-03-14
G50,299900,위지윅스튜디오,커뮤니케이션서비스,2025-03-14
G50,473980,노머스,커뮤니케이션서비스,2025-03-14
G50,182360,큐브엔터,커뮤니케이션서비스,2025-03-14
G50,206560,덱스터,커뮤니케이션서비스,2025-03-14
G50,205500,넥써쓰,커뮤니케이션서비스,2025-03-14
G50,40300,YTN,커뮤니케이션서비스,2025-03-14
G50,53210,스카이라이프,커뮤니케이션서비스,2025-03-14
G50,263720,디앤씨미디어,커뮤니케이션서비스,2025-03-14
G50,63080,컴투스홀딩스,커뮤니케이션서비스,2025-03-14
G50,36420,콘텐트리중앙,커뮤니케이션서비스,2025-03-14
G50,200350,아티스트스튜디오,커뮤니케이션서비스,2025-03-14
G50,37560,LG헬로비전,커뮤니케이션서비스,2025-03-14
G50,86980,쇼박스,커뮤니케이션서비스,2025-03-14
G50,58630,엠게임,커뮤니케이션서비스,2025-03-14
G50,43610,지니뮤직,커뮤니케이션서비스,2025-03-14
G50,300080,플리토,커뮤니케이션서비스,2025-03-14
G50,39340,한국경제TV,커뮤니케이션서비스,2025-03-14
G50,35000,HS애드,커뮤니케이션서비스,2025-03-14
G50,48910,대원미디어,커뮤니케이션서비스,2025-03-14
G50,67000,조이시티,커뮤니케이션서비스,2025-03-14
G50,476080,M83,커뮤니케이션서비스,2025-03-14
G50,89600,나스미디어,커뮤니케이션서비스,2025-03-14
G50,66790,씨씨에스,커뮤니케이션서비스,2025-03-14
G50,418470,밀리의서재,커뮤니케이션서비스,2025-03-14
G50,42420,네오위즈홀딩스,커뮤니케이션서비스,2025-03-14
G50,310200,애니플러스,커뮤니케이션서비스,2025-03-14
G50,58400,KNN,커뮤니케이션서비스,2025-03-14
G50,68050,팬엔터테인먼트,커뮤니케이션서비스,2025-03-14
G50,48550,SM C&C,커뮤니케이션서비스,2025-03-14
G50,241840,에이스토리,커뮤니케이션서비스,2025-03-14
G50,54780,키이스트,커뮤니케이션서비스,2025-03-14
G50,78860,엔에스이엔엠,커뮤니케이션서비스,2025-03-14
G50,432430,와이랩,커뮤니케이션서비스,2025-03-14
G50,68290,삼성출판사,커뮤니케이션서비스,2025-03-14
G50,20120,키다리스튜디오,커뮤니케이션서비스,2025-03-14
G50,16880,웅진,커뮤니케이션서비스,2025-03-14
G50,33830,티비씨,커뮤니케이션서비스,2025-03-14
G50,289220,자이언트스텝,커뮤니케이션서비스,2025-03-14
G50,361570,알비더블유,커뮤니케이션서비스,2025-03-14
G50,216050,인크로스,커뮤니케이션서비스,2025-03-14
G50,36630,세종텔레콤,커뮤니케이션서비스,2025-03-14
G50,123420,위메이드플레이,커뮤니케이션서비스,2025-03-14
G50,52220,iMBC,커뮤니케이션서비스,2025-03-14
G50,63440,SM Life Design,커뮤니케이션서비스,2025-03-14
G50,317530,캐리소프트,커뮤니케이션서비스,2025-03-14
G50,201490,미투온,커뮤니케이션서비스,2025-03-14
G50,60570,드림어스컴퍼니,커뮤니케이션서비스,2025-03-14
G50,52770,아이톡시,커뮤니케이션서비스,2025-03-14
G50,408900,스튜디오미르,커뮤니케이션서비스,2025-03-14
G50,389140,포바이포,커뮤니케이션서비스,2025-03-14
G50,204610,티쓰리,커뮤니케이션서비스,2025-03-14
G50,160550,NEW,커뮤니케이션서비스,2025-03-14
G50,369370,블리츠웨이스튜디오,커뮤니케이션서비스,2025-03-14
G50,52790,액토즈소프트,커뮤니케이션서비스,2025-03-14
G50,207760,미스터블루,커뮤니케이션서비스,2025-03-14
G50,123570,이엠넷,커뮤니케이션서비스,2025-03-14
G50,464580,닷밀,커뮤니케이션서비스,2025-03-14
G50,173940,에프엔씨엔터,커뮤니케이션서비스,2025-03-14
G50,322780,코퍼스코리아,커뮤니케이션서비스,2025-03-14
G50,363260,모비데이즈,커뮤니케이션서비스,2025-03-14
G50,443250,레뷰코퍼레이션,커뮤니케이션서비스,2025-03-14
G50,210120,캔버스엔,커뮤니케이션서비스,2025-03-14
G50,46390,삼화네트웍스,커뮤니케이션서비스,2025-03-14
G50,331520,밸로프,커뮤니케이션서비스,2025-03-14
G50,12170,아센디오,커뮤니케이션서비스,2025-03-14
G50,36000,예림당,커뮤니케이션서비스,2025-03-14
G50,10470,오리콤,커뮤니케이션서비스,2025-03-14
G50,134580,탑코미디어,커뮤니케이션서비스,2025-03-14
G50,214270,FSN,커뮤니케이션서비스,2025-03-14
G50,65530,와이어블,커뮤니케이션서비스,2025-03-14
G50,236810,엔비티,커뮤니케이션서비스,2025-03-14
G50,208640,썸에이지,커뮤니케이션서비스,2025-03-14
G50,23770,플레이위드,커뮤니케이션서비스,2025-03-14
G50,127710,아시아경제,커뮤니케이션서비스,2025-03-14
G50,32800,판타지오,커뮤니케이션서비스,2025-03-14
G50,291230,엔피,커뮤니케이션서비스,2025-03-14
G50,351870,차이커뮤니케이션,커뮤니케이션서비스,2025-03-14
G50,104200,NHN벅스,커뮤니케이션서비스,2025-03-14
G50,348030,모비릭스,커뮤니케이션서비스,2025-03-14
G50,35620,바른손이앤에이,커뮤니케이션서비스,2025-03-14
G50,47080,한빛소프트,커뮤니케이션서비스,2025-03-14
G50,239340,이스트에이드,커뮤니케이션서비스,2025-03-14
G50,273060,와이즈버즈,커뮤니케이션서비스,2025-03-14
G50,237820,플레이디,커뮤니케이션서비스,2025-03-14
G50,94860,네오리진,커뮤니케이션서비스,2025-03-14
G50,417180,핑거스토리,커뮤니케이션서비스,2025-03-14
G50,131100,티엔엔터테인먼트,커뮤니케이션서비스,2025-03-14
G50,89230,THE E&M,커뮤니케이션서비스,2025-03-14
G50,362990,드림인사이트,커뮤니케이션서비스,2025-03-14
G50,30350,드래곤플라이,커뮤니케이션서비스,2025-03-14
G50,58450,한주에이알티,커뮤니케이션서비스,2025-03-14
G50,60240,스타코링크,커뮤니케이션서비스,2025-03-14
G50,408920,메쎄이상,커뮤니케이션서비스,2025-03-14
G50,50090,비케이홀딩스,커뮤니케이션서비스,2025-03-14
G40,105560,KB금융,금융,2025-03-14
G40,55550,신한지주,금융,2025-03-14
G40,86790,하나금융지주,금융,2025-03-14
G40,810,삼성화재,금융,2025-03-14
G40,316140,우리금융지주,금융,2025-03-14
G40,32830,삼성생명,금융,2025-03-14
G40,138040,메리츠금융지주,금융,2025-03-14
G40,24110,기업은행,금융,2025-03-14
G40,5830,DB손해보험,금융,2025-03-14
G40,323410,카카오뱅크,금융,2025-03-14
G40,71050,한국금융지주,금융,2025-03-14
G40,6800,미래에셋증권,금융,2025-03-14
G40,138930,BNK금융지주,금융,2025-03-14
G40,175330,JB금융지주,금융,2025-03-14
G40,16360,삼성증권,금융,2025-03-14
G40,5940,NH투자증권,금융,2025-03-14
G40,39490,키움증권,금융,2025-03-14
G40,1450,현대해상,금융,2025-03-14
G40,139130,DGB금융지주,금융,2025-03-14
G40,3690,코리안리,금융,2025-03-14
G40,29780,삼성카드,금융,2025-03-14
G40,88350,한화생명,금융,2025-03-14
G40,395400,SK리츠,금융,2025-03-14
G40,1720,신영증권,금융,2025-03-14
G40,23590,다우기술,금융,2025-03-14
G40,365550,ESR켄달스퀘어리츠,금융,2025-03-14
G40,3540,대신증권,금융,2025-03-14
G40,330590,롯데리츠,금융,2025-03-14
G40,293940,신한알파리츠,금융,2025-03-14
G40,3530,한화투자증권,금융,2025-03-14
G40,41190,우리기술투자,금융,2025-03-14
G40,370,한화손해보험,금융,2025-03-14
G40,3470,유안타증권,금융,2025-03-14
G40,334890,이지스밸류리츠,금융,2025-03-14
G40,451800,한화리츠,금융,2025-03-14
G40,26890,스틱인베스트먼트,금융,2025-03-14
G40,348950,제이알글로벌리츠,금융,2025-03-14
G40,85620,미래에셋생명,금융,2025-03-14
G40,30610,교보증권,금융,2025-03-14
G40,204620,글로벌텍스프리,금융,2025-03-14
G40,1500,현대차증권,금융,2025-03-14
G40,1200,유진투자증권,금융,2025-03-14
G40,82640,동양생명,금융,2025-03-14
G40,211050,인카금융서비스,금융,2025-03-14
G40,1510,SK증권,금융,2025-03-14
G40,417310,코람코더원리츠,금융,2025-03-14
G40,16610,DB금융투자,금융,2025-03-14
G40,377190,디앤디플랫폼리츠,금융,2025-03-14
G40,30210,다올투자증권,금융,2025-03-14
G40,34830,한국토지신탁,금융,2025-03-14
G40,32190,다우데이타,금융,2025-03-14
G40,123890,한국자산신탁,금융,2025-03-14
G40,357120,코람코라이프인프라리츠,금융,2025-03-14
G40,350520,이지스레지던스리츠,금융,2025-03-14
G40,448730,삼성FN리츠,금융,2025-03-14
G40,64820,케이프,금융,2025-03-14
G40,432320,KB스타리츠,금융,2025-03-14
G40,241520,DSC인베스트먼트,금융,2025-03-14
G40,400760,NH올원리츠,금융,2025-03-14
G40,400,롯데손해보험,금융,2025-03-14
G40,396690,미래에셋글로벌리츠,금융,2025-03-14
G40,100790,미래에셋벤처투자,금융,2025-03-14
G40,1750,한양증권,금융,2025-03-14
G40,404990,신한서부티엔디리츠,금융,2025-03-14
G40,338100,NH프라임리츠,금융,2025-03-14
G40,27360,아주IB투자,금융,2025-03-14
G40,1270,부국증권,금융,2025-03-14
G40,442900,미래에셋드림스팩1호,금융,2025-03-14
G40,21080,에이티넘인베스트,금융,2025-03-14
G40,244920,에이플러스에셋,금융,2025-03-14
G40,88260,이리츠코크렙,금융,2025-03-14
G40,19550,SBI인베스트먼트,금융,2025-03-14
G40,210980,SK디앤디,금융,2025-03-14
G40,357250,미래에셋맵스리츠,금융,2025-03-14
G40,38540,상상인,금융,2025-03-14
G40,481850,신한글로벌액티브리츠,금융,2025-03-14
G40,78020,LS증권,금융,2025-03-14
G40,289080,SV인베스트먼트,금융,2025-03-14
G40,27830,대성창투,금융,2025-03-14
G40,6220,제주은행,금융,2025-03-14
G40,15020,이스타코,금융,2025-03-14
G40,145270,케이탑리츠,금융,2025-03-14
G40,3460,유화증권,금융,2025-03-14
G40,540,흥국화재,금융,2025-03-14
G40,435620,하나금융25호스팩,금융,2025-03-14
G40,448740,삼성스팩8호,금융,2025-03-14
G40,680,LS네트웍스,금융,2025-03-14
G40,452980,신한제11호스팩,금융,2025-03-14
G40,439250,삼성스팩7호,금융,2025-03-14
G40,23760,한국캐피탈,금융,2025-03-14
G40,293580,나우IB,금융,2025-03-14
G40,451700,엔에이치스팩29호,금융,2025-03-14
G40,330730,스톤브릿지벤처스,금융,2025-03-14
G40,21880,메이슨캐피탈,금융,2025-03-14
G40,246690,TS인베스트먼트,금융,2025-03-14
G40,464680,KB제27호스팩,금융,2025-03-14
G40,357430,마스턴프리미어리츠,금융,2025-03-14
G40,7330,푸른저축은행,금융,2025-03-14
G40,307930,컴퍼니케이,금융,2025-03-14
G40,16600,큐캐피탈,금융,2025-03-14
G40,440290,HB인베스트먼트,금융,2025-03-14
G40,468510,삼성스팩9호,금융,2025-03-14
G40,452300,캡스톤파트너스,금융,2025-03-14
G40,457390,대신밸런스제15호스팩,금융,2025-03-14
G40,449020,유안타제13호스팩,금융,2025-03-14
G40,309960,LB인베스트먼트,금융,2025-03-14
G40,190650,코리아에셋투자증권,금융,2025-03-14
G40,466910,엔에이치스팩30호,금융,2025-03-14
G40,439410,엔에이치스팩26호,금융,2025-03-14
G40,482680,미래에셋비전스팩7호,금융,2025-03-14
G40,277070,린드먼아시아,금융,2025-03-14
G40,458320,KB제26호스팩,금융,2025-03-14
G40,477340,에이치엠씨제7호스팩,금융,2025-03-14
G40,440820,엔에이치스팩27호,금융,2025-03-14
G40,457630,대신밸런스제16호스팩,금융,2025-03-14
G40,478780,대신밸런스제18호스팩,금융,2025-03-14
G40,469880,하나30호스팩,금융,2025-03-14
G40,477380,미래에셋비전스팩4호,금융,2025-03-14
G40,430220,신영스팩8호,금융,2025-03-14
G40,454750,하나28호스팩,금융,2025-03-14
G40,473050,유안타제15호스팩,금융,2025-03-14
G40,478440,미래에셋비전스팩6호,금융,2025-03-14
G40,1290,상상인증권,금융,2025-03-14
G40,479880,한국제15호스팩,금융,2025-03-14
G40,478390,KB제29호스팩,금융,2025-03-14
G40,481890,엔에이치스팩31호,금융,2025-03-14
G40,492220,KB제31호스팩,금융,2025-03-14
G40,489730,디비금융제13호스팩,금융,2025-03-14
G40,442310,대신밸런스제14호스팩,금융,2025-03-14
G40,482520,교보16호스팩,금융,2025-03-14
G40,471050,대신밸런스제17호스팩,금융,2025-03-14
G40,435380,유안타제10호스팩,금융,2025-03-14
G40,446750,하나26호스팩,금융,2025-03-14
G40,456440,DB금융스팩11호,금융,2025-03-14
G40,482690,대신밸런스제19호스팩,금융,2025-03-14
G40,477530,한국제14호스팩,금융,2025-03-14
G40,446840,키움제8호스팩,금융,2025-03-14
G40,476470,KB제28호스팩,금융,2025-03-14
G40,474660,신한제12호스팩,금융,2025-03-14
G40,477760,DB금융스팩12호,금융,2025-03-14
G40,474490,유안타제16호스팩,금융,2025-03-14
G40,444920,유안타제11호스팩,금융,2025-03-14
G40,469900,하나31호스팩,금융,2025-03-14
G40,486630,KB제30호스팩,금융,2025-03-14
G40,487360,신한제14호스팩,금융,2025-03-14
G40,446190,미래에셋비전스팩2호,금융,2025-03-14
G40,489480,키움제11호스팩,금융,2025-03-14
G40,445970,신영스팩9호,금융,2025-03-14
G40,493790,유안타제17호스팩,금융,2025-03-14
G40,448370,하나27호스팩,금융,2025-03-14
G40,19570,플루토스,금융,2025-03-14
G40,446150,유안타제12호스팩,금융,2025-03-14
G40,489210,교보17호스팩,금융,2025-03-14
G40,472220,신영스팩10호,금융,2025-03-14
G40,477470,미래에셋비전스팩5호,금융,2025-03-14
G40,448830,미래에셋비전스팩3호,금융,2025-03-14
G40,455310,한화플러스제4호스팩,금융,2025-03-14
G40,454640,하나29호스팩,금융,2025-03-14
G40,204210,스타에스엠리츠,금융,2025-03-14
G40,437780,엔에이치스팩24호,금융,2025-03-14
G40,488060,유진스팩11호,금융,2025-03-14
G40,452670,상상인제4호스팩,금융,2025-03-14
G40,448760,IBKS제22호스팩,금융,2025-03-14
G40,450050,하이제8호스팩,금융,2025-03-14
G40,442770,IBKS제21호스팩,금융,2025-03-14
G40,458610,한국제12호스팩,금융,2025-03-14
G40,464440,한국제13호스팩,금융,2025-03-14
G40,469480,IBKS제24호스팩,금융,2025-03-14
G40,467930,IBKS제23호스팩,금융,2025-03-14
G40,439730,IBKS제20호스팩,금융,2025-03-14
G40,455910,에스케이증권제9호스팩,금융,2025-03-14
G40,468760,유진스팩10호,금융,2025-03-14
G40,456490,교보14호스팩,금융,2025-03-14
G40,472230,에스케이증권제11호스팩,금융,2025-03-14
G40,478110,이베스트스팩6호,금융,2025-03-14
G40,450940,유안타제14호스팩,금융,2025-03-14
G40,484130,하나34호스팩,금융,2025-03-14
G40,473370,비엔케이제2호스팩,금융,2025-03-14
G40,462020,에이치엠씨제6호스팩,금융,2025-03-14
G40,473950,에스케이증권제13호스팩,금융,2025-03-14
G40,487720,키움제10호스팩,금융,2025-03-14
G40,487830,신한제15호스팩,금융,2025-03-14
G40,455250,KB제25호스팩,금융,2025-03-14
G40,440790,교보13호스팩,금융,2025-03-14
G40,435870,에스케이증권제8호스팩,금융,2025-03-14
G40,465320,교보15호스팩,금융,2025-03-14
G40,475250,하나33호스팩,금융,2025-03-14
G40,442130,유진스팩9호,금융,2025-03-14
G40,445360,비엔케이제1호스팩,금융,2025-03-14
G40,475240,하나32호스팩,금융,2025-03-14
G40,474930,신한제13호스팩,금융,2025-03-14
G40,457940,에스케이증권제10호스팩,금융,2025-03-14
G40,473000,에스케이증권제12호스팩,금융,2025-03-14
G40,438580,엔에이치스팩25호,금융,2025-03-14
G10,96770,SK이노베이션,에너지,2025-03-14
G10,34730,SK,에너지,2025-03-14
G10,267250,HD현대,에너지,2025-03-14
G10,10950,S-Oil,에너지,2025-03-14
G10,9830,한화솔루션,에너지,2025-03-14
G10,78930,GS,에너지,2025-03-14
G10,112610,씨에스윈드,에너지,2025-03-14
G10,100090,SK오션플랜트,에너지,2025-03-14
G10,6120,SK디스커버리,에너지,2025-03-14
G10,83650,비에이치아이,에너지,2025-03-14
G10,475150,SK이터닉스,에너지,2025-03-14
G10,5090,SGC에너지,에너지,2025-03-14
G10,44490,태웅,에너지,2025-03-14
G10,322000,HD현대에너지솔루션,에너지,2025-03-14
G10,18000,유니슨,에너지,2025-03-14
G10,126720,수산인더스트리,에너지,2025-03-14
G10,24060,흥구석유,에너지,2025-03-14
G10,270520,앱트뉴로사이언스,에너지,2025-03-14
G10,126880,제이엔케이글로벌,에너지,2025-03-14
G10,12700,리드코프,에너지,2025-03-14
G10,14530,극동유화,에너지,2025-03-14
G10,99220,SDN,에너지,2025-03-14
G10,46120,오르비텍,에너지,2025-03-14
G10,137950,제이씨케미칼,에너지,2025-03-14
G10,457550,우진엔텍,에너지,2025-03-14
G10,128820,대성산업,에너지,2025-03-14
G10,294630,서남,에너지,2025-03-14
G10,282720,금양그린파워,에너지,2025-03-14
G10,38870,에코바이오,에너지,2025-03-14
G10,389260,대명에너지,에너지,2025-03-14
G10,440,중앙에너비스,에너지,2025-03-14
G10,95910,에스에너지,에너지,2025-03-14
G10,60900,DGP,에너지,2025-03-14
G10,43200,파루,에너지,2025-03-14
G10,65420,에스아이리소스,에너지,2025-03-14
G10,32980,바이온,에너지,2025-03-14
G20,12450,한화에어로스페이스,산업재,2025-03-14
G20,11200,HMM,산업재,2025-03-14
G20,28260,삼성물산,산업재,2025-03-14
G20,9540,HD한국조선해양,산업재,2025-03-14
G20,34020,두산에너빌리티,산업재,2025-03-14
G20,402340,SK스퀘어,산업재,2025-03-14
G20,10140,삼성중공업,산업재,2025-03-14
G20,64350,현대로템,산업재,2025-03-14
G20,42660,한화오션,산업재,2025-03-14
G20,267260,HD현대일렉트릭,산업재,2025-03-14
G20,47810,한국항공우주,산업재,2025-03-14
G20,3550,LG,산업재,2025-03-14
G20,3490,대한항공,산업재,2025-03-14
G20,88980,맥쿼리인프라,산업재,2025-03-14
G20,86280,현대글로비스,산업재,2025-03-14
G20,329180,HD현대중공업,산업재,2025-03-14
G20,47050,포스코인터내셔널,산업재,2025-03-14
G20,180640,한진칼,산업재,2025-03-14
G20,10120,LS ELECTRIC,산업재,2025-03-14
G20,79550,LIG넥스원,산업재,2025-03-14
G20,28050,삼성E&A,산업재,2025-03-14
G20,241560,두산밥캣,산업재,2025-03-14
G20,10620,HD현대미포,산업재,2025-03-14
G20,720,현대건설,산업재,2025-03-14
G20,6260,LS,산업재,2025-03-14
G20,272210,한화시스템,산업재,2025-03-14
G20,277810,레인보우로보틱스,산업재,2025-03-14
G20,489790,한화비전,산업재,2025-03-14
G20,298040,효성중공업,산업재,2025-03-14
G20,150,두산,산업재,2025-03-14
G20,1040,CJ,산업재,2025-03-14
G20,880,한화,산업재,2025-03-14
G20,17800,현대엘리베이,산업재,2025-03-14
G20,20560,아시아나항공,산업재,2025-03-14
G20,12750,에스원,산업재,2025-03-14
G20,2380,KCC,산업재,2025-03-14
G20,375500,DL이앤씨,산업재,2025-03-14
G20,42670,HD현대인프라코어,산업재,2025-03-14
G20,454910,두산로보틱스,산업재,2025-03-14
G20,82740,한화엔진,산업재,2025-03-14
G20,6360,GS건설,산업재,2025-03-14
G20,443060,HD현대마린솔루션,산업재,2025-03-14
G20,120,CJ대한통운,산업재,2025-03-14
G20,28670,팬오션,산업재,2025-03-14
G20,294870,HDC현대산업개발,산업재,2025-03-14
G20,415640,KB발해인프라,산업재,2025-03-14
G20,267270,HD현대건설기계,산업재,2025-03-14
G20,1120,LX인터내셔널,산업재,2025-03-14
G20,47040,대우건설,산업재,2025-03-14
G20,1440,대한전선,산업재,2025-03-14
G20,4990,롯데지주,산업재,2025-03-14
G20,103590,일진전기,산업재,2025-03-14
G20,17960,한국카본,산업재,2025-03-14
G20,1740,SK네트웍스,산업재,2025-03-14
G20,12630,HDC,산업재,2025-03-14
G20,99320,쎄트렉아이,산업재,2025-03-14
G20,62040,산일전기,산업재,2025-03-14
G20,14620,성광벤드,산업재,2025-03-14
G20,9240,한샘,산업재,2025-03-14
G20,500,가온전선,산업재,2025-03-14
G20,5440,현대지에프홀딩스,산업재,2025-03-14
G20,383310,에코프로에이치엔,산업재,2025-03-14
G20,33100,제룡전기,산업재,2025-03-14
G20,30190,NICE평가정보,산업재,2025-03-14
G20,89860,롯데렌탈,산업재,2025-03-14
G20,319400,현대무벡스,산업재,2025-03-14
G20,466100,클로봇,산업재,2025-03-14
G20,229640,LS에코에너지,산업재,2025-03-14
G20,403550,쏘카,산업재,2025-03-14
G20,388720,유일로보틱스,산업재,2025-03-14
G20,23160,태광,산업재,2025-03-14
G20,4800,효성,산업재,2025-03-14
G20,56190,에스에프에이,산업재,2025-03-14
G20,60370,LS마린솔루션,산업재,2025-03-14
G20,71970,HD현대마린엔진,산업재,2025-03-14
G20,3280,흥아해운,산업재,2025-03-14
G20,300720,한일시멘트,산업재,2025-03-14
G20,68240,다원시스,산업재,2025-03-14
G20,32820,우리기술,산업재,2025-03-14
G20,344820,KCC글라스,산업재,2025-03-14
G20,383800,LX홀딩스,산업재,2025-03-14
G20,108490,로보티즈,산업재,2025-03-14
G20,348340,뉴로메카,산업재,2025-03-14
G20,214430,아이쓰리시스템,산업재,2025-03-14
G20,11760,현대코퍼레이션,산업재,2025-03-14
G20,5880,대한해운,산업재,2025-03-14
G20,10780,아이에스동서,산업재,2025-03-14
G20,100840,SNT에너지,산업재,2025-03-14
G20,13030,하이록코리아,산업재,2025-03-14
G20,91810,티웨이항공,산업재,2025-03-14
G20,67390,아스트,산업재,2025-03-14
G20,13890,지누스,산업재,2025-03-14
G20,117730,티로보틱스,산업재,2025-03-14
G20,90710,휴림로봇,산업재,2025-03-14
G20,2320,한진,산업재,2025-03-14
G20,272450,진에어,산업재,2025-03-14
G20,89590,제주항공,산업재,2025-03-14
G20,490,대동,산업재,2025-03-14
G20,475400,씨메스,산업재,2025-03-14
G20,484870,엠앤씨솔루션,산업재,2025-03-14
G20,108670,LX하우시스,산업재,2025-03-14
