IDX_CD,CMP_CD,CMP_KOR,SEC_NM_KOR,기준일
G35,86900,메디톡스,건강관리,2025-03-14
G35,6280,녹십자,건강관리,2025-03-14
G35,226950,올릭스,건강관리,2025-03-14
G35,8930,한미사이언스,건강관리,2025-03-14
G35,115450,HLB테라퓨틱스,건강관리,2025-03-14
G35,47920,HLB제약,건강관리,2025-03-14
G35,69620,대웅제약,건강관리,2025-03-14
G35,358570,지아이이노베이션,건강관리,2025-03-14
G35,85660,차바이오텍,건강관리,2025-03-14
G35,53030,바이넥스,건강관리,2025-03-14
G35,475830,오름테라퓨틱,건강관리,2025-03-14
G35,335890,비올,건강관리,2025-03-14
G35,214150,클래시스,건강관리,2025-03-14
G35,137310,에스디바이오센서,건강관리,2025-03-14
G35,347850,디앤디파마텍,건강관리,2025-03-14
G35,220100,퓨쳐켐,건강관리,2025-03-14
G35,214370,케어젠,건강관리,2025-03-14
G35,3090,대웅,건강관리,2025-03-14
G35,206650,유바이오로직스,건강관리,2025-03-14
G35,145720,덴티움,건강관리,2025-03-14
G35,195940,HK이노엔,건강관리,2025-03-14
G35,640,동아쏘시오홀딩스,건강관리,2025-03-14
G35,3850,보령,건강관리,2025-03-14
G35,86450,동국제약,건강관리,2025-03-14
G35,228760,지노믹트리,건강관리,2025-03-14
G35,290650,엘앤씨바이오,건강관리,2025-03-14
G35,99190,아이센스,건강관리,2025-03-14
G35,64550,바이오니아,건강관리,2025-03-14
G35,108860,셀바스AI,건강관리,2025-03-14
G35,5250,녹십자홀딩스,건강관리,2025-03-14
G35,102940,코오롱생명과학,건강관리,2025-03-14
G35,99430,바이오플러스,건강관리,2025-03-14
G35,1060,JW중외제약,건강관리,2025-03-14
G35,78160,메디포스트,건강관리,2025-03-14
G35,336570,원텍,건강관리,2025-03-14
G35,215600,신라젠,건강관리,2025-03-14
G35,60280,큐렉소,건강관리,2025-03-14
G35,340570,티앤엘,건강관리,2025-03-14
G35,372320,큐로셀,건강관리,2025-03-14
G35,397030,에이프릴바이오,건강관리,2025-03-14
G35,206640,바디텍메드,건강관리,2025-03-14
G35,170900,동아에스티,건강관리,2025-03-14
G35,3000,부광약품,건강관리,2025-03-14
G35,84110,휴온스글로벌,건강관리,2025-03-14
G35,200670,휴메딕스,건강관리,2025-03-14
G35,455900,엔젤로보틱스,건강관리,2025-03-14
G35,19170,신풍제약,건강관리,2025-03-14
G35,41830,인바디,건강관리,2025-03-14
G35,82800,비보존 제약,건강관리,2025-03-14
G35,389650,넥스트바이오메디컬,건강관리,2025-03-14
G35,304360,에스바이오메딕스,건강관리,2025-03-14
G35,115180,큐리언트,건강관리,2025-03-14
G35,199800,툴젠,건강관리,2025-03-14
G35,58820,CMG제약,건강관리,2025-03-14
G35,205470,휴마시스,건강관리,2025-03-14
G35,256840,한국비엔씨,건강관리,2025-03-14
G35,67080,대화제약,건강관리,2025-03-14
G35,3220,대원제약,건강관리,2025-03-14
G35,314930,바이오다인,건강관리,2025-03-14
G35,338220,뷰노,건강관리,2025-03-14
G35,41960,코미팜,건강관리,2025-03-14
G35,243070,휴온스,건강관리,2025-03-14
G35,3520,영진약품,건강관리,2025-03-14
G35,450950,아스테라시스,건강관리,2025-03-14
G35,5500,삼진제약,건강관리,2025-03-14
G35,144510,지씨셀,건강관리,2025-03-14
G35,174900,앱클론,건강관리,2025-03-14
G35,288330,브릿지바이오테라퓨틱스,건강관리,2025-03-14
G35,334970,프레스티지바이오로직스,건강관리,2025-03-14
G35,65660,안트로젠,건강관리,2025-03-14
G35,33270,유나이티드제약,건강관리,2025-03-14
G35,9290,광동제약,건강관리,2025-03-14
G35,216080,제테마,건강관리,2025-03-14
G35,92040,아미코젠,건강관리,2025-03-14
G35,308430,셀비온,건강관리,2025-03-14
G35,377740,바이오노트,건강관리,2025-03-14
G35,86820,바이오솔루션,건강관리,2025-03-14
G35,83790,CG인바이츠,건강관리,2025-03-14
G35,100120,뷰웍스,건강관리,2025-03-14
G35,200130,콜마비앤에이치,건강관리,2025-03-14
G35,95700,제넥신,건강관리,2025-03-14
G35,11000,진원생명과학,건강관리,2025-03-14
G35,84650,랩지노믹스,건강관리,2025-03-14
G35,307750,국전약품,건강관리,2025-03-14
G35,60590,씨티씨바이오,건강관리,2025-03-14
G35,38290,마크로젠,건강관리,2025-03-14
G35,7570,일양약품,건강관리,2025-03-14
G35,43150,바텍,건강관리,2025-03-14
G35,323990,박셀바이오,건강관리,2025-03-14
G35,520,삼일제약,건강관리,2025-03-14
G35,39840,디오,건강관리,2025-03-14
G35,475960,토모큐브,건강관리,2025-03-14
G35,176750,듀켐바이오,건강관리,2025-03-14
G35,249420,일동제약,건강관리,2025-03-14
G35,54950,제이브이엠,건강관리,2025-03-14
G35,322510,제이엘케이,건강관리,2025-03-14
G35,394800,쓰리빌리언,건강관리,2025-03-14
G35,16580,환인제약,건강관리,2025-03-14
G35,214680,디알텍,건강관리,2025-03-14
G35,293780,압타바이오,건강관리,2025-03-14
G35,445680,큐리옥스바이오시스템즈,건강관리,2025-03-14
G35,1360,삼성제약,건강관리,2025-03-14
G35,127120,디엔에이링크,건강관리,2025-03-14
G35,456070,이엔셀,건강관리,2025-03-14
G35,48870,시너지이노베이션,건강관리,2025-03-14
G35,138610,나이벡,건강관리,2025-03-14
G35,203400,에이비온,건강관리,2025-03-14
G35,86890,이수앱지스,건강관리,2025-03-14
G35,1630,종근당홀딩스,건강관리,2025-03-14
G35,2630,오리엔트바이오,건강관리,2025-03-14
G35,458870,씨어스테크놀로지,건강관리,2025-03-14
G35,217730,강스템바이오텍,건강관리,2025-03-14
G35,48530,인트론바이오,건강관리,2025-03-14
G35,7460,에이프로젠,건강관리,2025-03-14
G35,305090,마이크로디지탈,건강관리,2025-03-14
G35,156100,엘앤케이바이오,건강관리,2025-03-14
G35,389470,인벤티지랩,건강관리,2025-03-14
G35,20,동화약품,건강관리,2025-03-14
G35,96760,JW홀딩스,건강관리,2025-03-14
G35,347700,라이프시맨틱스,건강관리,2025-03-14
G35,23910,대한약품,건강관리,2025-03-14
G35,46210,HLB파나진,건강관리,2025-03-14
G35,226400,오스테오닉,건강관리,2025-03-14
G35,240550,동방메디컬,건강관리,2025-03-14
G35,234080,JW생명과학,건강관리,2025-03-14
G35,376270,에이치이엠파마,건강관리,2025-03-14
G35,106190,하이텍팜,건강관리,2025-03-14
G35,84990,헬릭스미스,건강관리,2025-03-14
G35,199550,레이저옵텍,건강관리,2025-03-14
G35,461030,아이엠비디엑스,건강관리,2025-03-14
G35,78140,대봉엘에스,건강관리,2025-03-14
G35,439580,블루엠텍,건강관리,2025-03-14
G35,311690,CJ 바이오사이언스,건강관리,2025-03-14
G35,2390,한독,건강관리,2025-03-14
G35,278650,HLB바이오스텝,건강관리,2025-03-14
G35,183490,엔지켐생명과학,건강관리,2025-03-14
G35,3060,에이프로젠바이오로직스,건강관리,2025-03-14
G35,179290,엠아이텍,건강관리,2025-03-14
G35,66700,테라젠이텍스,건강관리,2025-03-14
G35,378800,샤페론,건강관리,2025-03-14
G35,11040,경동제약,건강관리,2025-03-14
