"종목코드","종목명","시장구분","종가","시가총액","기준일","EPS","선행EPS","BPS","주당배당금","종목구분"
"000020","동화약품","KOSPI","6130","171219911100.0","20250320","991.0","","13413.0","180.0","보통주"
"000040","KR모터스","KOSPI","406","24413944408.0","20250320","","","618.0","0.0","보통주"
"000050","경방","KOSPI","6640","182037392800.0","20250320","","","29623.0","125.0","보통주"
"000070","삼양홀딩스","KOSPI","60700","519851249700.0","20250320","22269.0","","257475.0","3500.0","보통주"
"000075","삼양홀딩스우","KOSPI","59300","18030639400.0","20250320","","","","3550.0","우선주"
"000080","하이트진로","KOSPI","19490","1366904078390.0","20250320","512.0","1857.0","15694.0","950.0","보통주"
"000087","하이트진로2우B","KOSPI","15190","17166796220.0","20250320","","","","1000.0","우선주"
"000100","유한양행","KOSPI","131100","10515408290400.0","20250320","1815.0","1963.0","27491.0","450.0","보통주"
"000105","유한양행우","KOSPI","112900","133328126000.0","20250320","","","","460.0","우선주"
"000120","CJ대한통운","KOSPI","87800","2002923803200.0","20250320","10357.0","13257.0","180690.0","500.0","보통주"
"000140","하이트진로홀딩스","KOSPI","8640","200506449600.0","20250320","41.0","","24228.0","550.0","보통주"
"000145","하이트진로홀딩스우","KOSPI","10160","4783429600.0","20250320","","","","600.0","우선주"
"000150","두산","KOSPI","319000","5271103365000.0","20250320","","10167.0","91241.0","2000.0","보통주"
"000155","두산우","KOSPI","145800","582684159600.0","20250320","","","","2050.0","우선주"
"000157","두산2우B","KOSPI","136000","121453168000.0","20250320","","","","2000.0","우선주"
"000180","성창기업지주","KOSPI","1289","89909812400.0","20250320","","","9003.0","0.0","보통주"
"000210","DL","KOSPI","35150","736599322600.0","20250320","","3186.0","169901.0","1000.0","보통주"
"000215","DL우","KOSPI","19430","32761214450.0","20250320","","","","1050.0","우선주"
"000220","유유제약","KOSPI","4455","75879123705.0","20250320","","","5976.0","0.0","보통주"
"000225","유유제약1우","KOSPI","4775","10824590750.0","20250320","","","","0.0","우선주"
"000227","유유제약2우B","KOSPI","9440","3073286400.0","20250320","","","","0.0","우선주"
"000230","일동홀딩스","KOSPI","6360","73396944000.0","20250320","","","3450.0","100.0","보통주"
